year,location,mileage,engine_capacity,transmission,service_history,drive_type,regional_specs,owners,fuel_type,cylinders,doors,seats,condition,modifications,name,aed_price,colour
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Hybrid,6,4,5 Seater,Perfect inside out,N/A,New Toyota Tundra 2023,Call for Price,White
2013,Mohammed Bin Zayed City,"123,000",3600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,3,5 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited  Sahara Unlimited 3.6L Plus 2013,"55,000",Blue
2022,Al Shawamekh,0,3498,Automatic,N/A,All Wheel Drive,American Specs,N/A,Hybrid,6,4,5 Seater,Perfect inside out,N/A,New Toyota Tundra 2022,"320,000",White
2023,Al Shawamekh,0,2995,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Sport 3.0T HSE Dynamic MHEV 360 PS  2023,"530,000",White
2020,Al Subaikha,"8,000",2,Automatic,N/A,Front Wheel Drive,American Specs,1,Petrol,4,4,4 Seater,Perfect inside out,No,Used Kia Forte 2020,"40,000",Red
2016,Sharjah,"147,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,N/A,5,5 Seater,Perfect inside out,N/A,Used BMW X1 sDrive20i m sport package 2016,"70,000",Black
2022,Ras Al Khor,0,1234,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,4,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2022,Call for Price,White
2022,Ras Al Khor,0,N/A,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Electric,"N/A, Electric",4,N/A,N/A,N/A,New Volkswagen ID4 2022,Call for Price,Silver
2022,Ras Al Khor,0,1234,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,New Volkswagen ID6 2022,Call for Price,Bronze
2023,Ras Al Khor,0,1598,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,N/A,N/A,New Jetour X90 Plus  1.6T Luxury 2023,Call for Price,Blue
2023,Ras Al Khor,0,1800,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Toyota Corolla 1.8L 2023,"66,000",Black
2018,Dubai,"117,483",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,N/A,N/A,Used Ford Explorer 2018,"86,899",White
2015,Dubai,"101,349",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Yaris 2015,"37,299",Brown
2019,Al Khan,"45,000",6400,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,N/A,Used Dodge Challenger SRT8 2019,"104,996",Gray
2019,Dubai,"148,699",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Corolla 2019,"53,299",Silver
2023,Al Shawamekh,0,2995,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover Sport 3.0T HSE Dynamic MHEV 360 PS  2023,"530,000",White
2020,Al Subaikha,"8,000",2,Automatic,N/A,Front Wheel Drive,American Specs,1,Petrol,4,4,4 Seater,Perfect inside out,No,Used Kia Forte 2020,"40,000",Red
2011,Al Khan,"215,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Sonata 2011,"16,500",White
2013,Umm Ramool,"216,830",3500,Automatic,N/A,Front Wheel Drive,Japanese Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Lexus GS 350 2013,"39,500",Black
2004,Al Awir,"300,000",1,Automatic,N/A,All Wheel Drive,American Specs,2,Petrol,4,4,N/A,Minor wear and tear,N/A,Used Toyota Corolla 2004,"13,000",Blue
2022,Warsan Estate,"7,000",1999,Automatic,N/A,All Wheel Drive,American Specs,2,Petrol,4,5,N/A,Perfect inside out,N/A,Used Hyundai Tucson  2.0L Smart (AWD) 2022,"88,000",Blue
2023,Ras Al Khor,0,3500,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Toyota Tundra 2023,Call for Price,Gray
2018,Al Quoz,"108,000",6200,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,8,2,4 Seater,Perfect inside out,N/A,Used Chevrolet Camaro Coupe  6.2L SS 2018,"129,999",Blue
2023,Ras Al Khor,0,3496,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,8 Seater,Perfect inside out,N/A,New Ford Expedition  3.5T EcoBoost XLT - Leather AWD 2023,"239,000",Blue
2013,Mirdiff,"218,000",4700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz ML500 2013,"46,000",Gray
2016,Souq Al Haraj,"92,000",2000,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mercedes-Benz C-Class  C 300 2016,"69,000",Black
2014,Souq Al Haraj,"213,000",5300,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,7 Seater,N/A,N/A,Used Chevrolet Tahoe  LT 2014,"35,000",Black
2020,Dubai,"100,540",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia Sportage 2020,"71,399",Blue
2017,Ajman,"72,000",N/A,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Jeep Grand Cherokee 2017,"57,000",Gray
2019,Abu Hail,"27,000",3500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,No,Used Lexus ES 350 4 door 3.5L 2019,"135,000",Blue
2018,Abu Hail,"102,000",3000,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,No,Used Toyota Camry 3.0L V6 2018,"75,000",Silver
2022,Dubai,0,800,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,Not Sure,5,5 Seater,Perfect inside out,N/A,New Suzuki Alto 2022,"22,000",Silver
2023,Dubai,0,1000,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,3,4,5 Seater,Perfect inside out,N/A,New Suzuki S-Presso 2023,"29,000",Gray
2023,Dubai,0,5200,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Diesel,6,2,N/A,Perfect inside out,N/A,New Isuzu NPR 2023,"107,999",White
2022,Dubai,0,2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Hyundai Creta 2022,"82,000",White
2023,Dubai,0,4499,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,8,5,3 Seater,Perfect inside out,N/A,New Toyota Land Cruiser Pick Up 2023,"167,000",White
2023,Dubai,0,3300,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,6,5,7 Seater,Perfect inside out,N/A,New Toyota Land Cruiser 3.3T GX DSL 2023,"327,000",Black
2020,Souq Al Haraj,"55,000",N/A,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,4,8 Seater,N/A,N/A,Used Nissan Armada 2020,"107,000",Black
2018,Al Awir,"145,000",1598,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Renault Symbol 1.6L PE 2018,"14,500",Red
2019,Souq Al Haraj,"87,000",3604,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Dodge Charger  3.6L SXT (Mid Option) 2019,"55,000",Black
2019,Souq Al Haraj,"88,397",1200,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi Attrage 1.2 GLX 2019,"27,900",Gray
2003,Souq Al Haraj,"36,334",N/A,Automatic,N/A,Rear Wheel Drive,Japanese Specs,N/A,Petrol,6,2,N/A,Perfect inside out,N/A,Used Porsche Boxster 2003,"54,000",Red
2020,Souq Al Haraj,"79,982",2351,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi L200 2.4L Double Cab GLS 4WD 2020,"58,000",Silver
2020,Al Warqaa,"78,000",2000,Automatic,Yes,Rear Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Perfect inside out,No,Used BMW 5 Series  520i 2020,"145,000",Blue
2023,Ras Al Khor,0,3500,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Toyota Tundra 2023,Call for Price,Black
2020,Souq Al Haraj,"42,000",2300,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,2,4 Seater,N/A,N/A,Used Ford Mustang  2.3L EcoBoost Coupe 2020,"67,000",Black
2013,Al Barsha,"185,000",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz A-Class 2013,"45,000",Blue
2021,Souq Al Haraj,"72,000",2000,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia K5  2.0L 2021,"65,000",Red
2018,Sharjah,"95,666",N/A,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,2,4 Seater,Perfect inside out,N/A,Used Ford Mustang Convertible  2018,"63,000",Red
2022,Dubai,0,1200,Automatic,N/A,Front Wheel Drive,European Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,New Toyota Levin 2022,"65,000",Black
2020,Souq Al Haraj,"10,000",N/A,Manual,N/A,Rear Wheel Drive,American Specs,1,Petrol,8,2,N/A,Perfect inside out,N/A,Used Ford GT 2020,"92,000",Blue
2016,Abu Hail,"280,000",3600,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,Perfect inside out,No,Used Lexus GS 350 2016,"75,000",Gray
2022,Sharjah,"12,000",2500,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,Used Nissan Altima SV 2022,"75,000",Black
2021,Sharjah,"25,000",N/A,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,Used Chevrolet Traverse 2021,"75,000",Burgundy
2020,Dubai,"78,072",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia Sportage 2020,"70,499",Silver
2021,Dubai,"48,736",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Chevrolet Malibu 2021,"62,999",Silver
2017,Dubai,"86,194",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Ford EcoSport 2017,"43,222",Brown
2018,Al Awir,"41,279",3500,Automatic,N/A,Front Wheel Drive,Australian Specs,N/A,Petrol,4,N/A,N/A,N/A,N/A,Used Toyota Kluger 2018,"65,000",White
2017,Al Awir,"48,361",3500,Automatic,N/A,Front Wheel Drive,Australian Specs,N/A,Petrol,4,5,N/A,N/A,N/A,Used Toyota Kluger 2017,"60,000",Gray
2021,Sharjah,"4,800",3604,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,2,5 Seater,Perfect inside out,N/A,Used Dodge Challenger 3.6L SXT 2021,"78,999",Gray
2022,Deira Dubai,"12,600",5000,Manual,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,N/A,Used Ford Mustang  GT 2022,"118,000",White
2010,Souq Al Haraj,"193,000",4600,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Lexus LS 460  4 door 4.6L SWB 2010,"31,000",Silver
2020,Souq Al Haraj,"48,000",3600,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,2,N/A,Perfect inside out,N/A,Used Jeep Wrangler  Rubicon 3.6L A/T 2020,"115,000",Black
2015,Al Khan,"160,000",2500,CVT,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima  2.5 SV 2015,"21,000",Blue
2019,Al Jarf,"33,800",2999,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz E-Class Saloon  E 450 4MATIC 2019,"130,000",Black
2020,Al Quoz,"111,875",3,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz S-Class 2020,"285,000",Blue
2015,Dubai,"107,350",2700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser Prado 5 Door 2.7L Automatic 2015,"90,000",White
2020,Al Quoz,"89,209",2987,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Mercedes-Benz S-Class S 450 2020,"286,000",Black
2019,Dubai,"34,200",6400,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,2,4 Seater,Perfect inside out,N/A,Used Dodge Challenger 6.4L R/T Scatpack Widebody  2019,"95,000",Black
2022,Ras Al Khor,0,3496,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,New Ford Expedition 3.5T EcoBoost Timberline AWD 2022,"289,000",Black
2020,Al Quoz,"92,640",2987,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Mercedes-Benz S-Class S 450 2020,"285,000",Black
2014,Al Awir,"95,624",3000,Automatic,N/A,Rear Wheel Drive,Australian Specs,N/A,Diesel,4,4,N/A,N/A,N/A,Used Toyota Hilux 2014,"57,000",White
2019,Dubai,"85,226",N/A,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,N/A,N/A,Used Toyota Rush 2019,"67,111",White
2023,Ras Al Khor,0,4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Toyota FJ Cruiser 5 Door 4.0L Automatic 2023,"150,000",White
2023,Ras Al Khor,0,2500,CVT,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,7 Seater,Perfect inside out,N/A,New Toyota Highlander  2.5L Hybrid GLE (AWD) 2023,"164,000",White
2023,Ras Al Khor,0,2500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,7 Seater,Perfect inside out,N/A,New Toyota Veloz 2023,"79,000",Black
2017,Sharjah,"81,000",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used GMC Terrain Denali 2017,"55,000",Black
2020,Dubai,"114,815",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Camry 2020,"80,899",White
2014,Ras Al Khor,"59,000",1500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Hybrid,4,5,5 Seater,Perfect inside out,N/A,Used Toyota Prius 2014,"28,500",Blue
2016,Ras Al Khor,"57,000",1500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Prius  2016,"34,000",White
2017,Ras Al Khor,"48,000",4,Automatic,N/A,All Wheel Drive,Australian Specs,N/A,Diesel,8,5,8 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser 2017,"228,000",Blue
2017,Al Quoz,"99,047",2000,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used BMW 4 Series Gran Coupe 420i 2017,"98,000",Red
2015,Al Quoz,"72,990",5,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,8,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz G 63 AMG 2015,"245,000",White
2015,Al Quoz,"107,350",2700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser Prado 5 Door 2.7L Automatic 2015,"90,000",White
2020,Al Quoz,38,1991,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,6 Seater,Perfect inside out,N/A,New Mercedes-Benz V Class Exclusive 2020,"467,250",Black
2014,Al Quoz,"99,861",3600,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,Used Porsche Panamera 2014,"100,000",White
2020,Al Quoz,"83,123",3,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz S-Class 2020,"288,000",Green
2014,Sharjah,"139,000",4600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,7 Seater,Perfect inside out,No,Used Mercedes-Benz GL-Class GL 500 2014,"89,000",Black
2019,Sharjah,"25,000",5500,Automatic,N/A,Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,No,Used Mercedes-Benz E-Class E 550 2019,"165,000",Gray
2022,Sharjah,"12,000",2500,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,Used Nissan Altima SV 2022,"75,000",Black
2021,Sharjah,"43,000",0,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,Used Nissan Altima SR 2021,"72,000",White
2019,Sharjah,"82,000",3500,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,Used Mercedes-Benz GLC-Class GLC 300 2019,"109,000",White
2019,Souq Al Haraj,"36,027",1999,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Elantra  2.0L Mid 2019,"32,000",Gray
2018,Dubai,"138,685",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Hyundai Creta 2018,"49,999",Black
2015,Dubai,"143,862",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia Sportage 2015,"49,111",Black
2020,Dubai,"75,297",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Suzuki Vitara 2020,"66,111",Grey
2020,Dubai,"85,310",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Kia Cadenza 2020,"81,222",White
2016,Dubai,"142,200",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mitsubishi Lancer EX 2016,"35,299",Grey
2015,Souq Al Haraj,"90,000",3600,Manual,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,6,2,4 Seater,Perfect inside out,N/A,Used Jeep Wrangler  Rubicon 3.6L Manual 2015,"55,000",Red
2014,Mussafah,"42,000",N/A,Automatic,Yes,Rear Wheel Drive,GCC Specs,1,Diesel,6,2,N/A,Perfect inside out,N/A,Used Toyota Hino 2014,"46,000",White
2019,Sharjah,"60,000",1500,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Chevrolet Malibu 1.5L Turbo LT 2019,"38,000",Silver
2019,Dubai,"60,565",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia Sportage 2019,"69,799",Blue
2014,Dubai,"110,922",N/A,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,N/A,N/A,Used Hyundai Centennial 2014,"56,111",White
2019,Souq Al Haraj,"36,027",1999,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Elantra  2.0L Mid 2019,"32,000",Gray
2021,Sharjah,"20,000",3500,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLC-Class GLC 300 2021,"127,000",White
2016,Sharjah,"107,000",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,6,2,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz E-Class 2016,"75,000",White
2020,Sharjah,"20,000",1998,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Velar 2.0L S 250 PS 2020,"195,000",Black
2017,Sharjah,"34,000",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,6,2,2 Seater,Perfect inside out,No,Used Mercedes-Benz SLC 450 2017,"155,001",Red
2016,Sharjah,"60,000",2000,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,N/A,Perfect inside out,No,Used Land Rover Range Rover Evoque 2.0T S 200 PS AWD 2016,"89,000",White
2018,Sharjah,"63,000",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,Used Land Rover Range Rover Evoque 2018,"95,000",Red
2021,Sharjah,"12,500",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,N/A,Perfect inside out,No,Used Toyota C-HR 2021,"75,000",Gray
2018,Sharjah,"40,000",3500,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLE-Class GLE 350 2018,"114,000",Gray
2022,Sharjah,"56,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla 2022,"59,000",Gray
2020,Sharjah,"41,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,4,5 Seater,Perfect inside out,N/A,Used Kia Stinger 2020,"85,000",Gray
2018,Sharjah,"59,000",1998,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,No,Used Land Rover Range Rover Velar 2018,"165,000",Silver
2017,Dubai,"104,922",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,N/A,N/A,Used Mini Countryman 2017,"92,899",translation missing: en.used_cars.features.color.mutlicolor
2015,Sharjah,"95,000",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla 2015,"38,000",White
2020,Dubai,"103,743",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Hyundai Accent 2020,"49,299",Silver
2020,Dubai,"56,940",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Hyundai Creta 2020,"78,999",Red
2019,Dubai,"49,912",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,7 Seater,N/A,N/A,Used Toyota Fortuner 2019,"110,111",White
2015,Dubai,"107,749",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Kia Rio 2015,"32,899",Blue
2023,Ras Al Khor,0,2500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Mitsubishi Outlander 2023,"104,000",Silver
2023,Ras Al Khor,0,1498,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Mitsubishi Eclipse Cross 2023,"81,900",White
2023,Al Meydan City,0,1598,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Nissan Kicks 1.6 SL 2023,"84,990",Silver
2023,Al Meydan City,0,1598,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Nissan Kicks 1.6 SV 2023,"74,990",Blue
2018,Sharjah,"59,000",1998,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,No,Used Land Rover Range Rover Velar 2018,"165,000",Silver
2017,Sharjah,"67,000",N/A,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,6,4,6 Seater,Perfect inside out,N/A,Used BMW X1 2017,"69,000",Gray
2021,Sharjah,"25,000",N/A,Automatic,Yes,All Wheel Drive,American Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,Used Chevrolet Traverse 2021,"75,000",Burgundy
2018,Sharjah,"77,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz C-Class 2018,"79,000",Black
2020,Sharjah,"46,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,4,N/A,N/A,Perfect inside out,N/A,Used Toyota Camry 2020,"65,000",Black
2021,Sharjah,"30,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,Used Nissan Maxima 2021,"65,000",Black
2022,Sharjah,"32,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,4,N/A,Perfect inside out,N/A,Used Chevrolet Trailblazer 2022,"67,000",Gray
2021,Sharjah,"8,000",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Nissan Rogue 2021,"79,000",Blue
2020,Sharjah,"44,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz GLB 2020,"129,000",White
2021,Dubai,"9,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,6,4,8 Seater,Perfect inside out,N/A,Used Toyota Sienna 2021,"122,000",Red
2017,Sharjah,"95,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz GLC-Class 2017,"88,000",Black
2018,Sharjah,"40,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,N/A,2,2 Seater,Perfect inside out,N/A,Used Mercedes-Benz SL-Class 2018,"175,000",Gray
2020,Dubai,"65,780",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,Used Mitsubishi Outlander 2020,"78,111",White
2020,Sharjah,"61,311",N/A,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,2,4 Seater,Perfect inside out,N/A,Used Ford Mustang Convertible  2020,"80,999",White
2015,Souq Al Haraj,"84,552",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,2,5 Seater,Perfect inside out,N/A,Used Dodge Challenger 2015,"45,000",Gray
2017,Souq Al Haraj,"51,118",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Nissan Maxima 2017,"50,000",Blue
